Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff,,Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff
13,829005719, Glissando, Double Flip Right,0, Correct,655921303,1010000000,354078697,,,30,908233254, Return, Flick Up,0, Correct,174338073,1007000000,832661927,
13,829005719, Glissando, Double Flip Right,1, Correct,421368541,1010000000,588631459,,,30,908233254, Return, Flick Up,1, Correct,243694583,1007000000,763305417,
13,829005719, Glissando, Double Flip Right,2, Correct,616498438,1010000000,393501562,,,30,908233254, Return, Flick Up,2, Correct,224835209,1007000000,782164791,
13,829005719, Glissando, Double Flip Right,5, Correct,774839322,1010000000,235160678,,,30,908233254, Return, Flick Up,3, Correct,269136302,1007000000,737863698,
13,829005719, Glissando, Double Flip Right,6, Correct,851200677,1010000000,158799323,-195279374,,30,908233254, Return, Flick Up,4, Correct,152977970,1007000000,854022030,-174014166
13,829005918, Glissando, Flick Down,0, Correct,596421928,1004000000,407578072,,,31,909235005, Return, Double Flip Right,7, Correct,589055885,1010000000,420944115,
13,829005918, Glissando, Flick Down,3, Correct,6030008383,1004000000,-5026008383,,,31,909235005, Return, Double Flip Right,8, Correct,545453802,1010000000,464546198,
13,829005918, Glissando, Flick Down,4, Correct,496356198,1004000000,507643802,,,31,909235005, Return, Double Flip Right,9, Correct,460391354,1010000000,549608646,
13,829005918, Glissando, Flick Down,5, Correct,407594009,1004000000,596405991,,,31,909235005, Return, Double Flip Right,10, Correct,502086199,1010000000,507913801,
13,829005918, Glissando, Flick Down,6, Correct,372720625,1004000000,631279375,223701303,,31,909235005, Return, Double Flip Right,11, Correct,815147448,1010000000,194852552,-349108229
13,829005450, Glissando, Flick Left,0, Correct,570182969,1005000000,434817031,,,31,909235244, Return, Flick Down,0, Correct,744086458,1004000000,259913542,
13,829005450, Glissando, Flick Left,1, Correct,677790572,1005000000,327209428,,,31,909235244, Return, Flick Down,1, Correct,383449635,1004000000,620550365,
13,829005450, Glissando, Flick Left,3, Correct,430563750,1005000000,574436250,,,31,909235244, Return, Flick Down,2, Correct,512730780,1004000000,491269220,
13,829005450, Glissando, Flick Left,5, Correct,285957344,1005000000,719042656,,,31,909235244, Return, Flick Down,3, Correct,583110676,1004000000,420889324,
13,829005450, Glissando, Flick Left,6, Correct,361479479,1005000000,643520521,208703490,,31,909235244, Return, Flick Down,4, Correct,529167344,1004000000,474832656,232036772
13,829005831, Glissando, Flick Right,0, Correct,358952239,1004000000,645047761,,,31,909234751, Return, Flick Left,0, Correct,1075773541,1005000000,-70773541,
13,829005831, Glissando, Flick Right,1, Correct,185511668,1004000000,818488332,,,31,909234751, Return, Flick Left,1, Correct,996221094,1005000000,8778906,
13,829005831, Glissando, Flick Right,2, Correct,219247968,1004000000,784752032,,,31,909234751, Return, Flick Left,2, Correct,1055425364,1005000000,-50425364,
13,829005831, Glissando, Flick Right,3, Correct,248502344,1004000000,755497656,,,31,909234751, Return, Flick Left,3, Correct,1056608906,1005000000,-51608906,
13,829005831, Glissando, Flick Right,4, Correct,99709688,1004000000,904290312,259242551,,31,909234751, Return, Flick Left,4, Correct,823199635,1005000000,181800365,-527441562
13,829005631, Glissando, Flick Up,0, Correct,503855260,1007000000,503144740,,,31,909235156, Return, Flick Right,0, Correct,527129896,1004000000,476870104,
13,829005631, Glissando, Flick Up,1, Correct,355338906,1007000000,651661094,,,31,909235156, Return, Flick Right,1, Correct,695589376,1004000000,308410624,
13,829005631, Glissando, Flick Up,2, Correct,238157553,1007000000,768842447,,,31,909235156, Return, Flick Right,2, Correct,616618959,1004000000,387381041,
13,829005631, Glissando, Flick Up,3, Correct,243819843,1007000000,763180157,,,31,909235156, Return, Flick Right,3, Correct,584943594,1004000000,419056406,
13,829005631, Glissando, Flick Up,4, Correct,367112916,1007000000,639887084,136742344,,31,909235156, Return, Flick Right,5, Correct,509704531,1004000000,494295469,238256041
15,829021228, Glissando, Double Flip Right,0, Correct,508296510,1010000000,501703490,,,31,909234920, Return, Flick Up,0, Correct,909202084,1007000000,97797916,
15,829021228, Glissando, Double Flip Right,1, Correct,418387291,1010000000,591612709,,,31,909234920, Return, Flick Up,1, Correct,676816405,1007000000,330183595,
15,829021228, Glissando, Double Flip Right,2, Correct,433455416,1010000000,576544584,,,31,909234920, Return, Flick Up,2, Correct,522208853,1007000000,484791147,
15,829021228, Glissando, Double Flip Right,3, Correct,308598802,1010000000,701401198,,,31,909234920, Return, Flick Up,3, Correct,616339114,1007000000,390660886,
15,829021228, Glissando, Double Flip Right,4, Correct,335015000,1010000000,674985000,173281510,,31,909234920, Return, Flick Up,4, Correct,601015104,1007000000,405984896,-106634583
15,829021438, Glissando, Flick Down,0, Correct,649747397,1004000000,354252603,,,32,909022517, Return, Double Flip Left,0, Correct,716271876,1010000000,293728124,
15,829021438, Glissando, Flick Down,1, Correct,338027030,1004000000,665972970,,,32,909022517, Return, Double Flip Left,1, Correct,715229844,1010000000,294770156,
15,829021438, Glissando, Flick Down,2, Correct,332613697,1004000000,671386303,,,32,909022517, Return, Double Flip Left,2, Correct,384097083,1010000000,625902917,
15,829021438, Glissando, Flick Down,3, Correct,302820728,1004000000,701179272,,,32,909022517, Return, Double Flip Left,3, Correct,241364949,1010000000,768635051,
15,829021438, Glissando, Flick Down,4, Correct,249464739,1004000000,754535261,400282658,,32,909022517, Return, Double Flip Left,4, Correct,225323750,1010000000,784676250,359650155
15,829020757, Glissando, Flick Left,0, Correct,981296770,1005000000,23703230,,,32,909022644, Return, Flick Down,0, Correct,507080573,1004000000,496919427,
15,829020757, Glissando, Flick Left,1, Correct,813156822,1005000000,191843178,,,32,909022644, Return, Flick Down,1, Correct,459045833,1004000000,544954167,
15,829020757, Glissando, Flick Left,2, Correct,1305352603,1005000000,-300352603,,,32,909022644, Return, Flick Down,2, Correct,443155833,1004000000,560844167,
15,829020757, Glissando, Flick Left,3, Correct,602512656,1005000000,402487344,,,32,909022644, Return, Flick Down,3, Correct,477979217,1004000000,526020783,
15,829020757, Glissando, Flick Left,4, Correct,364759010,1005000000,640240990,616537760,,32,909022644, Return, Flick Down,4, Correct,228265625,1004000000,775734375,-252655467
15,829021340, Glissando, Flick Right,0, Correct,601044427,1004000000,402955573,,,32,909022333, Return, Flick Left,1, Correct,538420001,1005000000,466579999,
15,829021340, Glissando, Flick Right,1, Correct,253524479,1004000000,750475521,,,32,909022333, Return, Flick Left,2, Correct,540947760,1005000000,464052240,
15,829021340, Glissando, Flick Right,3, Correct,229286771,1004000000,774713229,,,32,909022333, Return, Flick Left,3, Correct,648254687,1005000000,356745313,
15,829021340, Glissando, Flick Right,4, Correct,342749792,1004000000,661250208,,,32,909022333, Return, Flick Left,4, Correct,388696926,1005000000,616303074,
15,829021340, Glissando, Flick Right,5, Correct,246693228,1004000000,757306772,354351199,,32,909022333, Return, Flick Left,5, Correct,735619635,1005000000,269380365,-160431301
17,829025345, Glissando, Double Flip Right,0, Correct,409883072,1010000000,600116928,,,32,909022601, Return, Flick Right,0, Correct,555933697,1004000000,448066303,
17,829025345, Glissando, Double Flip Right,1, Correct,501307134,1010000000,508692866,,,32,909022601, Return, Flick Right,1, Correct,518806250,1004000000,485193750,
17,829025345, Glissando, Double Flip Right,3, Correct,544725261,1010000000,465274739,,,32,909022601, Return, Flick Right,2, Correct,555114323,1004000000,448885677,
17,829025345, Glissando, Double Flip Right,4, Correct,546178332,1010000000,463821668,,,32,909022601, Return, Flick Right,3, Correct,337685311,1004000000,666314689,
17,829025345, Glissando, Double Flip Right,5, Correct,504313125,1010000000,505686875,-94430053,,32,909022601, Return, Flick Right,4, Correct,261827396,1004000000,742172604,397934324
17,829025616, Glissando, Flick Down,1, Correct,283800520,1004000000,720199480,,,32,909022424, Return, Flick Up,0, Correct,781876406,1007000000,225123594,
17,829025616, Glissando, Flick Down,2, Correct,313109532,1004000000,690890468,,,32,909022424, Return, Flick Up,1, Correct,790207604,1007000000,216792396,
17,829025616, Glissando, Flick Down,3, Correct,2063989009,1004000000,-1059989009,,,32,909022424, Return, Flick Up,2, Correct,670345469,1007000000,336654531,
17,829025616, Glissando, Flick Down,4, Correct,237254583,1004000000,766745417,,,32,909022424, Return, Flick Up,3, Correct,734690312,1007000000,272309688,
17,829025616, Glissando, Flick Down,5, Correct,355799427,1004000000,648200573,-71998907,,32,909022424, Return, Flick Up,4, Correct,813655573,1007000000,193344427,-472862916
17,829024939, Glissando, Flick Left,0, Correct,53440886,1005000000,951559114,,,33,909025754, Return, Double Flip Right,0, Correct,854613282,1010000000,155386718,
17,829024939, Glissando, Flick Left,1, Correct,531299426,1005000000,473700574,,,33,909025754, Return, Double Flip Right,1, Correct,796031354,1010000000,213968646,
17,829024939, Glissando, Flick Left,2, Correct,254581250,1005000000,750418750,,,33,909025754, Return, Double Flip Right,2, Correct,728941979,1010000000,281058021,
17,829024939, Glissando, Flick Left,3, Correct,255348751,1005000000,749651249,,,33,909025754, Return, Double Flip Right,3, Correct,844566562,1010000000,165433438,
17,829024939, Glissando, Flick Left,4, Correct,279104948,1005000000,725895052,-225664062,,33,909025754, Return, Double Flip Right,4, Correct,896526251,1010000000,113473749,-30910989
17,829025459, Glissando, Flick Right,0, Correct,344414532,1004000000,659585468,,,33,909025938, Return, Flick Down,0, Correct,339019479,1004000000,664980521,
17,829025459, Glissando, Flick Right,1, Correct,195552187,1004000000,808447813,,,33,909025938, Return, Flick Down,1, Correct,372504219,1004000000,631495781,
17,829025459, Glissando, Flick Right,2, Correct,215977396,1004000000,788022604,,,33,909025938, Return, Flick Down,2, Correct,377618594,1004000000,626381406,
17,829025459, Glissando, Flick Right,3, Correct,244503386,1004000000,759496614,,,33,909025938, Return, Flick Down,3, Correct,467282083,1004000000,536717917,
17,829025459, Glissando, Flick Right,4, Correct,328298645,1004000000,675701355,16115887,,33,909025938, Return, Flick Down,4, Correct,329109010,1004000000,674890990,429244168
19,829030752, Glissando, Double Flip Right,0, Correct,495187291,1010000000,514812709,,,33,909025610, Return, Flick Left,0, Correct,485266353,1005000000,519733647,
19,829030752, Glissando, Double Flip Right,1, Correct,591631354,1010000000,418368646,,,33,909025610, Return, Flick Left,1, Correct,508674895,1005000000,496325105,
19,829030752, Glissando, Double Flip Right,2, Correct,521866771,1010000000,488133229,,,33,909025610, Return, Flick Left,2, Correct,499538387,1005000000,505461613,
19,829030752, Glissando, Double Flip Right,3, Correct,580517760,1010000000,429482240,,,33,909025610, Return, Flick Left,3, Correct,463327761,1005000000,541672239,
19,829030752, Glissando, Double Flip Right,4, Correct,632022605,1010000000,377977395,-136835314,,33,909025610, Return, Flick Left,4, Correct,533126510,1005000000,471873490,-134218751
19,829030944, Glissando, Flick Down,0, Correct,612305156,1004000000,391694844,,,33,909025841, Return, Flick Right,0, Correct,456938542,1004000000,547061458,
19,829030944, Glissando, Flick Down,1, Correct,446121615,1004000000,557878385,,,33,909025841, Return, Flick Right,1, Correct,441464479,1004000000,562535521,
19,829030944, Glissando, Flick Down,2, Correct,523649844,1004000000,480350156,,,33,909025841, Return, Flick Right,2, Correct,385547447,1004000000,618452553,
19,829030944, Glissando, Flick Down,3, Correct,452239635,1004000000,551760365,,,33,909025841, Return, Flick Right,3, Correct,664587916,1004000000,339412084,
19,829030944, Glissando, Flick Down,4, Correct,413336876,1004000000,590663124,198968280,,33,909025841, Return, Flick Right,4, Correct,618922448,1004000000,385077552,-131461406
19,829030408, Glissando, Flick Left,0, Correct,705528750,1005000000,299471250,,,33,909025703, Return, Flick Up,0, Correct,423388281,1007000000,583611719,
19,829030408, Glissando, Flick Left,1, Correct,505369479,1005000000,499630521,,,33,909025703, Return, Flick Up,1, Correct,456166198,1007000000,550833802,
19,829030408, Glissando, Flick Left,2, Correct,436152031,1005000000,568847969,,,33,909025703, Return, Flick Up,2, Correct,394276301,1007000000,612723699,
19,829030408, Glissando, Flick Left,3, Correct,601200469,1005000000,403799531,,,33,909025703, Return, Flick Up,3, Correct,484890782,1007000000,522109218,
19,829030408, Glissando, Flick Left,4, Correct,404872186,1005000000,600127814,300656564,,33,909025703, Return, Flick Up,4, Correct,368720156,1007000000,638279844,134031666
19,829030853, Glissando, Flick Right,0, Correct,713586146,1004000000,290413854,,,34,909001546, Return, Double Flip Right,0, Correct,166524219,1010000000,843475781,
19,829030853, Glissando, Flick Right,1, Correct,724332605,1004000000,279667395,,,34,909001546, Return, Double Flip Right,1, Correct,278285834,1010000000,731714166,
19,829030853, Glissando, Flick Right,2, Correct,590882500,1004000000,413117500,,,34,909001546, Return, Double Flip Right,2, Correct,267404323,1010000000,742595677,
19,829030853, Glissando, Flick Right,3, Correct,552172864,1004000000,451827136,,,34,909001546, Return, Double Flip Right,3, Correct,298062552,1010000000,711937448,
19,829030853, Glissando, Flick Right,4, Correct,584749584,1004000000,419250416,128836562,,34,909001546, Return, Double Flip Right,4, Correct,342701771,1010000000,667298229,70657604
19,829030700, Glissando, Flick Up,0, Correct,509205157,1007000000,497794843,,,34,909001759, Return, Flick Down,0, Correct,186085572,1004000000,817914428,
19,829030700, Glissando, Flick Up,1, Correct,584766980,1007000000,422233020,,,34,909001759, Return, Flick Down,1, Correct,228045416,1004000000,775954584,
19,829030700, Glissando, Flick Up,2, Correct,498791146,1007000000,508208854,,,34,909001759, Return, Flick Down,2, Correct,211008073,1004000000,792991927,
19,829030700, Glissando, Flick Up,3, Correct,414583646,1007000000,592416354,,,34,909001759, Return, Flick Down,3, Correct,166813072,1004000000,837186928,
19,829030700, Glissando, Flick Up,4, Correct,405472760,1007000000,601527240,103732397,,34,909001759, Return, Flick Down,4, Correct,191653645,1004000000,812346355,175888699
21,829032737, Glissando, Double Flip Right,0, Correct,506502762,1010000000,503497238,,,34,909001249, Return, Flick Left,0, Correct,75191301,1005000000,929808699,
21,829032737, Glissando, Double Flip Right,1, Correct,554854739,1010000000,455145261,,,34,909001249, Return, Flick Left,1, Correct,345114531,1005000000,659885469,
21,829032737, Glissando, Double Flip Right,2, Correct,539286459,1010000000,470713541,,,34,909001249, Return, Flick Left,2, Correct,330379427,1005000000,674620573,
21,829032737, Glissando, Double Flip Right,3, Correct,538644635,1010000000,471355365,,,34,909001249, Return, Flick Left,3, Correct,276882655,1005000000,728117345,
21,829032737, Glissando, Double Flip Right,4, Correct,569069427,1010000000,440930573,-62566665,,34,909001249, Return, Flick Left,4, Correct,140661823,1005000000,864338177,-85229010
21,829032928, Glissando, Flick Down,0, Correct,541378906,1004000000,462621094,,,34,909001640, Return, Flick Right,0, Correct,429065261,1004000000,574934739,
21,829032928, Glissando, Flick Down,1, Correct,230217500,1004000000,773782500,,,34,909001640, Return, Flick Right,1, Correct,343735989,1004000000,660264011,
21,829032928, Glissando, Flick Down,2, Correct,244146407,1004000000,759853593,,,34,909001640, Return, Flick Right,2, Correct,304717344,1004000000,699282656,
21,829032928, Glissando, Flick Down,3, Correct,407481771,1004000000,596518229,,,34,909001640, Return, Flick Right,3, Correct,353878854,1004000000,650121146,
21,829032928, Glissando, Flick Down,4, Correct,480888802,1004000000,523111198,60490104,,34,909001640, Return, Flick Right,4, Correct,200005469,1004000000,803994531,-213217031
21,829032331, Glissando, Flick Left,0, Correct,1513559531,1005000000,-508559531,,,34,909001437, Return, Flick Up,0, Correct,237406979,1007000000,769593021,
21,829032331, Glissando, Flick Left,1, Correct,1013146198,1005000000,-8146198,,,34,909001437, Return, Flick Up,1, Correct,565108750,1007000000,441891250,
21,829032331, Glissando, Flick Left,2, Correct,765156562,1005000000,239843438,,,34,909001437, Return, Flick Up,2, Correct,244987552,1007000000,762012448,
21,829032331, Glissando, Flick Left,3, Correct,1193935417,1005000000,-188935417,,,34,909001437, Return, Flick Up,3, Correct,199269636,1007000000,807730364,
21,829032331, Glissando, Flick Left,4, Correct,575126041,1005000000,429873959,938433490,,34,909001437, Return, Flick Up,4, Correct,234663801,1007000000,772336199,735833
21,829032839, Glissando, Flick Right,0, Correct,538486249,1004000000,465513751,,,35,909213327, Return, Double Flip Right,2, Correct,273595000,1010000000,736405000,
21,829032839, Glissando, Flick Right,1, Correct,668741405,1004000000,335258595,,,35,909213327, Return, Double Flip Right,3, Correct,244942916,1010000000,765057084,
21,829032839, Glissando, Flick Right,2, Correct,494871250,1004000000,509128750,,,35,909213327, Return, Double Flip Right,4, Correct,190420677,1010000000,819579323,
21,829032839, Glissando, Flick Right,3, Correct,415462656,1004000000,588537344,,,35,909213327, Return, Double Flip Right,6, Correct,81242501,1010000000,928757499,
21,829032839, Glissando, Flick Right,4, Correct,501484113,1004000000,502515887,37002136,,35,909213327, Return, Double Flip Right,7, Correct,77893489,1010000000,932106511,153421300
21,829032637, Glissando, Flick Up,0, Correct,1660176249,1007000000,-653176249,,,35,909213508, Return, Flick Down,0, Correct,140570625,1004000000,863429375,
21,829032637, Glissando, Flick Up,1, Correct,587036145,1007000000,419963855,,,35,909213508, Return, Flick Down,1, Correct,117255730,1004000000,886744270,
21,829032637, Glissando, Flick Up,2, Correct,571998333,1007000000,435001667,,,35,909213508, Return, Flick Down,2, Correct,73346510,1004000000,930653490,
21,829032637, Glissando, Flick Up,3, Correct,500532708,1007000000,506467292,,,35,909213508, Return, Flick Down,3, Correct,81179219,1004000000,922820781,
21,829032637, Glissando, Flick Up,4, Correct,310576406,1007000000,696423594,1349599843,,35,909213508, Return, Flick Down,4, Correct,111166458,1004000000,892833542,-3285730
23,829042058, Glissando, Double Flip Right,0, Correct,552160310,1010000000,457839690,,,35,909213119, Return, Flick Left,0, Correct,411565938,1005000000,593434062,
23,829042058, Glissando, Double Flip Right,1, Correct,1004227083,1010000000,5772917,,,35,909213119, Return, Flick Left,1, Correct,386477031,1005000000,618522969,
23,829042058, Glissando, Double Flip Right,2, Correct,725151510,1010000000,284848490,,,35,909213119, Return, Flick Left,2, Correct,408483541,1005000000,596516459,
23,829042058, Glissando, Double Flip Right,3, Correct,667425885,1010000000,342574115,,,35,909213119, Return, Flick Left,3, Correct,370274010,1005000000,634725990,
23,829042058, Glissando, Double Flip Right,4, Correct,620770936,1010000000,389229064,-68610626,,35,909213119, Return, Flick Left,4, Correct,410690833,1005000000,594309167,-259107552
23,829042242, Glissando, Flick Down,0, Correct,553991770,1004000000,450008230,,,35,909213426, Return, Flick Right,0, Correct,190502083,1004000000,813497917,
23,829042242, Glissando, Flick Down,1, Correct,239774011,1004000000,764225989,,,35,909213426, Return, Flick Right,1, Correct,288993177,1004000000,715006823,
23,829042242, Glissando, Flick Down,2, Correct,374360103,1004000000,629639897,,,35,909213426, Return, Flick Right,2, Correct,208847604,1004000000,795152396,
23,829042242, Glissando, Flick Down,3, Correct,244551718,1004000000,759448282,,,35,909213426, Return, Flick Right,3, Correct,66300626,1004000000,937699374,
23,829042242, Glissando, Flick Down,5, Correct,626395468,1004000000,377604532,-72403698,,35,909213426, Return, Flick Right,4, Correct,165607031,1004000000,838392969,344390207
23,829041639, Glissando, Flick Left,0, Correct,619774271,1005000000,385225729,,,35,909213245, Return, Flick Up,0, Correct,265128802,1007000000,741871198,
23,829041639, Glissando, Flick Left,1, Correct,964118072,1005000000,40881928,,,35,909213245, Return, Flick Up,1, Correct,169411927,1007000000,837588073,
23,829041639, Glissando, Flick Left,2, Correct,1275841613,1005000000,-270841613,,,35,909213245, Return, Flick Up,2, Correct,85478490,1007000000,921521510,
23,829041639, Glissando, Flick Left,3, Correct,835583698,1005000000,169416302,,,35,909213245, Return, Flick Up,3, Correct,253089167,1007000000,753910833,
23,829041639, Glissando, Flick Left,5, Correct,587353333,1005000000,417646667,32420938,,35,909213245, Return, Flick Up,4, Correct,241888072,1007000000,765111928,-87482136
23,829042156, Glissando, Flick Right,0, Correct,626317604,1004000000,377682396,,,36,908231616, Return, Double Flip Right,0, Correct,791019896,1010000000,218980104,
23,829042156, Glissando, Flick Right,1, Correct,384861562,1004000000,619138438,,,36,908231616, Return, Double Flip Right,1, Correct,566180833,1010000000,443819167,
23,829042156, Glissando, Flick Right,2, Correct,364150989,1004000000,639849011,,,36,908231616, Return, Double Flip Right,2, Correct,307641511,1010000000,702358489,
23,829042156, Glissando, Flick Right,3, Correct,430323386,1004000000,573676614,,,36,908231616, Return, Double Flip Right,3, Correct,258554844,1010000000,751445156,
23,829042156, Glissando, Flick Right,4, Correct,430885052,1004000000,573114948,195432552,,36,908231616, Return, Double Flip Right,4, Correct,219481407,1010000000,790518593,-16666772
23,829041955, Glissando, Flick Up,0, Correct,726179531,1007000000,280820469,,,36,908231746, Return, Flick Down,0, Correct,411907135,1004000000,592092865,
23,829041955, Glissando, Flick Up,1, Correct,428858750,1007000000,578141250,,,36,908231746, Return, Flick Down,1, Correct,404947604,1004000000,599052396,
23,829041955, Glissando, Flick Up,2, Correct,1002996875,1007000000,4003125,,,36,908231746, Return, Flick Down,2, Correct,487415468,1004000000,516584532,
23,829041955, Glissando, Flick Up,3, Correct,444245833,1007000000,562754167,,,36,908231746, Return, Flick Down,3, Correct,529186562,1004000000,474813438,
23,829041955, Glissando, Flick Up,4, Correct,587637448,1007000000,419362552,138542083,,36,908231746, Return, Flick Down,4, Correct,328783073,1004000000,675216927,-309705155
25,829044214, Glissando, Double Flip Right,1, Correct,3520594425,1010000000,-2510594425,,,36,908231401, Return, Flick Left,0, Correct,2031374322,1005000000,-1026374322,
25,829044214, Glissando, Double Flip Right,2, Correct,702758125,1010000000,307241875,,,36,908231401, Return, Flick Left,3, Correct,4207321249,1005000000,-3202321249,
25,829044214, Glissando, Double Flip Right,3, Correct,724813386,1010000000,285186614,,,36,908231401, Return, Flick Left,4, Correct,1774342916,1005000000,-769342916,
25,829044214, Glissando, Double Flip Right,4, Correct,622146303,1010000000,387853697,,,36,908231401, Return, Flick Left,6, Correct,1867952969,1005000000,-862952969,
25,829044214, Glissando, Double Flip Right,5, Correct,795074634,1010000000,214925366,2725519791,,36,908231401, Return, Flick Left,8, Correct,1664841301,1005000000,-659841301,-1539169896
25,829044500, Glissando, Flick Down,0, Correct,436439479,1004000000,567560521,,,36,908231703, Return, Flick Right,0, Correct,766701145,1004000000,237298855,
25,829044500, Glissando, Flick Down,1, Correct,388468698,1004000000,615531302,,,36,908231703, Return, Flick Right,1, Correct,693128593,1004000000,310871407,
25,829044500, Glissando, Flick Down,2, Correct,304224740,1004000000,699775260,,,36,908231703, Return, Flick Right,2, Correct,1501800885,1004000000,-497800885,
25,829044500, Glissando, Flick Down,3, Correct,397994844,1004000000,606005156,,,36,908231703, Return, Flick Right,3, Correct,358416771,1004000000,645583229,
25,829044500, Glissando, Flick Down,4, Correct,478206771,1004000000,525793229,-41767292,,36,908231703, Return, Flick Right,4, Correct,324268021,1004000000,679731979,1306424530
25,829043832, Glissando, Flick Left,0, Correct,735291406,1005000000,269708594,,,36,908231521, Return, Flick Up,0, Correct,4561144060,1007000000,-3554144060,
25,829043832, Glissando, Flick Left,1, Correct,309251667,1005000000,695748333,,,36,908231521, Return, Flick Up,1, Correct,1223745000,1007000000,-216745000,
25,829043832, Glissando, Flick Left,2, Correct,364883020,1005000000,640116980,,,36,908231521, Return, Flick Up,2, Correct,427880937,1007000000,579119063,
25,829043832, Glissando, Flick Left,3, Correct,827589948,1005000000,177410052,,,36,908231521, Return, Flick Up,3, Correct,784175989,1007000000,222824011,
25,829043832, Glissando, Flick Left,4, Correct,727070312,1005000000,277929688,8221094,,36,908231521, Return, Flick Up,4, Correct,646248593,1007000000,360751407,-459907968
25,829044409, Glissando, Flick Right,0, Correct,400530781,1004000000,603469219,,,37,909205608, Return, Double Flip Right,0, Correct,332468282,1010000000,677531718,
25,829044409, Glissando, Flick Right,1, Correct,1419720051,1004000000,-415720051,,,37,909205608, Return, Double Flip Right,1, Correct,222598334,1010000000,787401666,
25,829044409, Glissando, Flick Right,2, Correct,350424271,1004000000,653575729,,,37,909205608, Return, Double Flip Right,2, Correct,236855416,1010000000,773144584,
25,829044409, Glissando, Flick Right,3, Correct,327408593,1004000000,676591407,,,37,909205608, Return, Double Flip Right,3, Correct,277488646,1010000000,732511354,
25,829044409, Glissando, Flick Right,4, Correct,257770365,1004000000,746229635,142760416,,37,909205608, Return, Double Flip Right,4, Correct,584386146,1010000000,425613854,368759947
25,829044114, Glissando, Flick Up,0, Correct,539406875,1007000000,467593125,,,37,909205735, Return, Flick Down,0, Correct,1217437655,1004000000,-213437655,
25,829044114, Glissando, Flick Up,1, Correct,449626718,1007000000,557373282,,,37,909205735, Return, Flick Down,1, Correct,338628593,1004000000,665371407,
25,829044114, Glissando, Flick Up,2, Correct,290455834,1007000000,716544166,,,37,909205735, Return, Flick Down,3, Correct,204211093,1004000000,799788907,
25,829044114, Glissando, Flick Up,3, Correct,351441041,1007000000,655558959,,,37,909205735, Return, Flick Down,6, Correct,293839062,1004000000,710160938,
25,829044114, Glissando, Flick Up,4, Correct,406144427,1007000000,600855573,133262448,,37,909205735, Return, Flick Down,7, Correct,84555574,1004000000,919444426,290547084
27,901205637, Glissando, Double Flip Right,0, Correct,555321198,1004000000,448678802,,,37,909205338, Return, Flick Left,0, Correct,1264476145,1005000000,-259476145,
27,901205637, Glissando, Double Flip Right,1, Correct,500258176,1004000000,503741824,,,37,909205338, Return, Flick Left,1, Correct,371196510,1005000000,633803490,
27,901205637, Glissando, Double Flip Right,2, Correct,462572813,1004000000,541427187,,,37,909205338, Return, Flick Left,2, Correct,309137761,1005000000,695862239,
27,901205637, Glissando, Double Flip Right,3, Correct,584621041,1004000000,419378959,,,37,909205338, Return, Flick Left,3, Correct,420840990,1005000000,584159010,
27,901205637, Glissando, Double Flip Right,4, Correct,457020104,1004000000,546979896,98301094,,37,909205338, Return, Flick Left,4, Correct,374396458,1005000000,630603542,-336285416
27,901205910, Glissando, Flick Down,0, Correct,418734531,1004000000,585265469,,,37,909205651, Return, Flick Right,0, Correct,108409740,1004000000,895590260,
27,901205910, Glissando, Flick Down,1, Correct,370856823,1004000000,633143177,,,37,909205651, Return, Flick Right,1, Correct,240485156,1004000000,763514844,
27,901205910, Glissando, Flick Down,2, Correct,434253959,1004000000,569746041,,,37,909205651, Return, Flick Right,2, Correct,202918957,1004000000,801081043,
27,901205910, Glissando, Flick Down,3, Correct,405532761,1004000000,598467239,,,37,909205651, Return, Flick Right,3, Correct,80951407,1004000000,923048593,
27,901205910, Glissando, Flick Down,4, Correct,400982083,1004000000,603017917,17752448,,37,909205651, Return, Flick Right,4, Correct,284346353,1004000000,719653647,293445051
27,901205205, Glissando, Flick Left,0, Correct,870175520,1005000000,134824480,,,37,909205512, Return, Flick Up,0, Correct,408331354,1007000000,598668646,
27,901205205, Glissando, Flick Left,1, Correct,422803385,1005000000,582196615,,,37,909205512, Return, Flick Up,1, Correct,416176823,1007000000,590823177,
27,901205205, Glissando, Flick Left,2, Correct,399483853,1005000000,605516147,,,37,909205512, Return, Flick Up,3, Correct,351360832,1007000000,655639168,
27,901205205, Glissando, Flick Left,3, Correct,355716196,1005000000,649283804,,,37,909205512, Return, Flick Up,4, Correct,117647917,1007000000,889352083,
27,901205205, Glissando, Flick Left,5, Correct,730000625,1005000000,274999375,140174895,,37,909205512, Return, Flick Up,6, Correct,273026667,1007000000,733973333,166698436
27,901205758, Glissando, Flick Right,0, Correct,422306511,1004000000,581693489,,,38,908211813, Return, Double Flip Right,0, Correct,403771562,1010000000,606228438,
27,901205758, Glissando, Flick Right,1, Correct,402968229,1004000000,601031771,,,38,908211813, Return, Double Flip Right,1, Correct,401210417,1010000000,608789583,
27,901205758, Glissando, Flick Right,2, Correct,502016145,1004000000,501983855,,,38,908211813, Return, Double Flip Right,2, Correct,575181979,1010000000,434818021,
